Employee_ID,Name,Department,Gender,Age,Experience_Years,Salary,Performance_Score,Attendance_Percent,City
4359,Zainab Ali,Marketing,Male,26.0,21,131491.0,2.8,85.0,Peshawar
4360,Usman Ali,Finance,Female,37.0,3,215130.0,3.6,71.0,Lahore
4361,Usman Ali,IT,Male,39.0,6,76747.0,3.1,90.0,Peshawar
4362,Ayesha Noor,HR,Male,24.0,7,60738.0,2.4,70.0,Lahore
4363,Bilal Khan,Finance,Male,37.0,34,216017.0,1.6,99.0,Peshawar
4364,Nida Malik,IT,Female,59.0,8,238470.0,4.2,63.0,Lahore
4365,Ayesha Noor,HR,Male,52.0,12,42227.0,1.4,77.0,Islamabad
4366,Sara Ahmed,Finance,Male,34.0,19,190465.0,3.4,88.0,Quetta
4367,Ayesha Noor,Finance,Male,54.0,20,108800.0,,98.0,Islamabad
4368,Zainab Ali,,Female,20.0,18,151531.0,,90.0,Karachi
4369,Faizan Ahmed,,Female,40.0,1,84461.0,1.5,87.0,Islamabad
4370,Imran Raza,Operations,Male,27.0,29,82848.0,4.2,86.0,Islamabad
4371,Bilal Khan,Sales,Female,26.0,22,49685.0,2.8,89.0,Quetta
4372,Sana Iqbal,Marketing,Male,59.0,12,116517.0,3.9,70.0,Multan
4373,Faizan Ahmed,IT,Male,59.0,32,144180.0,1.1,73.0,Islamabad
4374,Nasir Khan,Marketing,Female,49.0,31,28480.0,1.3,63.0,Karachi
4375,Ayesha Noor,Marketing,Male,57.0,27,40860.0,1.7,95.0,Islamabad
4376,Nida Malik,Operations,Male,54.0,23,93578.0,1.5,60.0,Islamabad
4377,Imran Raza,,Female,21.0,27,82230.0,1.8,98.0,Islamabad
4378,Usman Ali,Finance,Female,27.0,29,82026.0,3.7,96.0,Islamabad
4379,Ali Khan,Operations,Female,57.0,28,31564.0,1.2,92.0,Quetta
4380,Imran Raza,Marketing,Female,23.0,33,45012.0,1.2,80.0,Quetta
4381,Zainab Ali,Operations,Male,56.0,21,79169.0,1.1,83.0,Karachi
4382,Nasir Khan,Sales,Male,40.0,24,246294.0,3.8,99.0,Multan
4383,Zainab Ali,Operations,Male,32.0,13,51341.0,3.1,72.0,Karachi
4384,Ayesha Noor,HR,Male,28.0,9,212830.0,2.5,93.0,Karachi
4385,Sara Ahmed,Finance,Male,48.0,9,239193.0,3.7,97.0,Multan
4386,Zainab Ali,IT,Male,43.0,7,71841.0,3.2,88.0,Islamabad
4387,Zainab Ali,HR,Male,35.0,13,117584.0,1.0,95.0,Multan
4388,Nida Malik,HR,Male,31.0,31,68335.0,4.4,99.0,Peshawar
4389,Ayesha Noor,HR,Female,21.0,31,80155.0,2.4,64.0,Islamabad
4390,Imran Raza,Marketing,Male,38.0,2,123314.0,,79.0,Peshawar
4391,Sara Ahmed,Operations,Male,49.0,19,237219.0,4.1,88.0,Karachi
4392,Faizan Ahmed,Operations,Male,35.0,12,54527.0,1.7,70.0,Islamabad
4393,Ali Khan,Marketing,Male,43.0,22,120466.0,1.0,67.0,Multan
4394,Bilal Khan,Finance,Male,32.0,18,204847.0,4.6,87.0,Multan
4395,Usman Ali,Marketing,Female,24.0,15,75653.0,3.0,77.0,Multan
4396,Zainab Ali,Marketing,Female,42.0,34,180776.0,2.4,89.0,Multan
4397,Ayesha Noor,Marketing,Female,57.0,6,126907.0,4.3,73.0,Karachi
4398,Bilal Khan,Finance,Male,50.0,7,58057.0,1.1,68.0,Quetta
4399,Usman Ali,Finance,Male,36.0,24,128992.0,1.8,69.0,Karachi
4400,Usman Ali,Sales,Male,22.0,22,,1.6,84.0,Islamabad
4401,Faizan Ahmed,Sales,Male,45.0,9,100404.0,4.0,86.0,Quetta
4402,Faizan Ahmed,,Female,32.0,29,196445.0,2.2,61.0,Multan
4403,Faizan Ahmed,Sales,Female,57.0,32,116956.0,4.1,62.0,Quetta
4404,Sana Iqbal,Operations,Male,41.0,10,109613.0,1.2,88.0,Peshawar
4405,Hina Shah,HR,Male,40.0,34,,3.4,96.0,Lahore
4406,Hina Shah,HR,Female,48.0,26,54336.0,2.3,86.0,Quetta
4407,Usman Ali,Sales,Female,58.0,2,214786.0,1.7,63.0,Lahore
4408,Faizan Ahmed,Sales,Female,,7,169057.0,4.3,94.0,Karachi
4409,Nida Malik,IT,Female,33.0,12,37014.0,2.6,86.0,Karachi
4410,Zainab Ali,HR,Female,37.0,2,164446.0,3.3,78.0,Quetta
4411,Bilal Khan,IT,Female,23.0,19,241578.0,1.1,69.0,Peshawar
4412,Bilal Khan,IT,Female,52.0,34,178371.0,4.2,85.0,Karachi
4413,Hina Shah,Marketing,Male,58.0,12,116513.0,2.1,66.0,Lahore
4414,Usman Ali,Operations,Male,39.0,19,183403.0,3.8,86.0,Quetta
4415,Ayesha Noor,Finance,Female,32.0,23,161656.0,4.0,89.0,Quetta
4416,Imran Raza,HR,Male,55.0,8,169037.0,1.5,71.0,Peshawar
4417,Imran Raza,Sales,Female,23.0,29,109769.0,2.2,99.0,Quetta
4418,Hina Shah,Sales,Male,54.0,24,176891.0,3.9,64.0,Islamabad
4419,Ayesha Noor,Finance,Female,27.0,15,,1.9,72.0,Lahore
4420,Sana Iqbal,HR,Male,59.0,7,53782.0,4.4,63.0,Multan
4421,Sana Iqbal,Sales,Female,55.0,27,135463.0,2.2,61.0,Islamabad
4422,Hina Shah,Sales,Male,25.0,11,235107.0,2.6,96.0,Islamabad
4423,Imran Raza,Marketing,Male,41.0,23,110847.0,1.4,93.0,Lahore
4424,Ayesha Noor,IT,Female,25.0,28,113434.0,1.6,65.0,Quetta
4425,Faizan Ahmed,Sales,Female,55.0,14,85773.0,2.1,85.0,Quetta
4426,Usman Ali,Operations,Female,28.0,17,179896.0,1.2,70.0,Islamabad
4427,Bilal Khan,HR,Male,35.0,6,39110.0,1.8,60.0,Multan
4428,Nida Malik,Operations,Male,58.0,12,203779.0,2.6,93.0,Lahore
4429,Sara Ahmed,Finance,Male,57.0,18,113512.0,2.5,80.0,Karachi
4430,Usman Ali,Marketing,Male,52.0,4,30825.0,1.8,69.0,Lahore
4431,Faizan Ahmed,HR,Female,37.0,25,159560.0,1.3,64.0,Multan
4432,Nasir Khan,Marketing,Female,31.0,1,92431.0,2.3,85.0,Islamabad
4433,Imran Raza,IT,Male,46.0,32,93444.0,4.0,78.0,Lahore
4434,Faizan Ahmed,Sales,Female,20.0,24,91947.0,3.0,80.0,Lahore
4435,Nasir Khan,HR,Female,34.0,24,161529.0,4.8,93.0,Karachi
4436,Hina Shah,Finance,Female,46.0,29,233182.0,1.6,88.0,Peshawar
4437,Ayesha Noor,IT,Female,35.0,3,63216.0,1.8,97.0,Peshawar
4438,Bilal Khan,IT,Male,40.0,18,118230.0,2.1,74.0,Karachi
4439,Zainab Ali,Marketing,Female,20.0,26,33847.0,1.1,99.0,Lahore
4440,Hina Shah,IT,Female,48.0,23,244284.0,4.8,75.0,Islamabad
4441,Usman Ali,,Female,22.0,24,197381.0,2.8,,Karachi
4442,Hina Shah,Marketing,Male,31.0,28,39658.0,2.9,60.0,Peshawar
4443,Usman Ali,IT,Female,47.0,30,245000.0,1.6,70.0,Multan
4444,Zainab Ali,Finance,Male,58.0,34,151878.0,4.5,95.0,Peshawar
4445,Ali Khan,Operations,Male,56.0,27,173599.0,3.8,91.0,Karachi
4446,Nasir Khan,HR,Female,50.0,3,54676.0,2.7,87.0,Lahore
4447,Bilal Khan,Finance,Female,50.0,27,172853.0,4.5,65.0,Quetta
4448,Nida Malik,Finance,Male,52.0,30,25645.0,4.6,66.0,Islamabad
4449,Nida Malik,Marketing,Male,52.0,22,122476.0,1.2,99.0,Quetta
4450,Nasir Khan,Sales,Male,59.0,13,103236.0,1.5,83.0,Islamabad
4451,Sara Ahmed,,Male,30.0,27,,1.1,69.0,Quetta
4452,Faizan Ahmed,HR,Female,48.0,13,242124.0,3.3,89.0,Quetta
4453,Ali Khan,HR,Male,44.0,0,43618.0,1.9,76.0,Islamabad
4454,Nasir Khan,Marketing,Female,32.0,31,86859.0,4.4,67.0,Multan
4455,Nida Malik,Sales,Female,38.0,17,232572.0,2.9,71.0,Islamabad
4456,Hina Shah,Marketing,Male,55.0,4,83827.0,4.4,85.0,Peshawar
4457,Faizan Ahmed,HR,Female,,14,122389.0,3.2,76.0,Lahore
4458,Ali Khan,Sales,Male,23.0,15,,4.2,94.0,Lahore
4459,Ayesha Noor,HR,Male,22.0,29,,2.5,64.0,Peshawar
4460,Ayesha Noor,Sales,Male,57.0,22,153077.0,4.8,70.0,Multan
4461,Faizan Ahmed,Sales,Female,56.0,10,158034.0,3.7,75.0,Quetta
4462,Nasir Khan,Marketing,Female,44.0,24,153373.0,3.4,89.0,Multan
4463,Usman Ali,Marketing,Male,54.0,1,195313.0,2.4,99.0,Multan
4464,Usman Ali,Marketing,Female,,34,151076.0,4.7,65.0,Islamabad
4465,Hina Shah,Sales,Female,48.0,23,,2.4,79.0,Karachi
4466,Ali Khan,Sales,Female,31.0,12,87397.0,4.3,79.0,Quetta
4467,Ali Khan,HR,Female,54.0,29,94951.0,2.6,83.0,Lahore
4468,Faizan Ahmed,Finance,Female,39.0,10,80770.0,4.1,86.0,Islamabad
4469,Imran Raza,Marketing,Male,36.0,22,56545.0,,62.0,Peshawar
4470,Ayesha Noor,,Female,31.0,27,33705.0,2.9,83.0,Multan
4471,Ali Khan,HR,Female,55.0,28,35704.0,3.1,69.0,Quetta
4472,Faizan Ahmed,HR,Male,29.0,14,188191.0,2.3,84.0,Karachi
4473,Zainab Ali,IT,Female,37.0,2,53671.0,1.2,87.0,Quetta
4474,Sara Ahmed,Marketing,Female,49.0,8,46203.0,3.6,77.0,Peshawar
4475,Zainab Ali,HR,Female,27.0,7,106927.0,1.5,73.0,Karachi
4476,Bilal Khan,IT,Male,32.0,32,,2.4,60.0,Quetta
4477,Nasir Khan,Operations,Female,50.0,33,117115.0,2.4,79.0,Peshawar
4478,Hina Shah,Operations,Female,25.0,8,37451.0,1.6,84.0,Quetta
4479,Ali Khan,Marketing,Male,26.0,16,180588.0,,71.0,Islamabad
4480,Bilal Khan,Sales,Male,40.0,0,136372.0,1.7,98.0,Quetta
4481,Nida Malik,IT,Female,57.0,4,145102.0,4.1,68.0,Multan
4482,Bilal Khan,Sales,Male,47.0,29,121613.0,2.0,68.0,Peshawar
4483,Faizan Ahmed,Operations,Male,40.0,10,100856.0,2.1,,Lahore
4484,Ali Khan,Operations,Male,40.0,27,83642.0,2.4,,Peshawar
4485,Sara Ahmed,Finance,Female,43.0,16,202048.0,1.6,99.0,Quetta
4486,Nasir Khan,Finance,Female,46.0,22,175402.0,2.7,87.0,Islamabad
4487,Faizan Ahmed,Finance,Male,46.0,17,112656.0,1.3,61.0,Lahore
4488,Faizan Ahmed,Finance,Male,32.0,26,59612.0,2.7,84.0,Multan
4489,Hina Shah,HR,Male,48.0,24,143299.0,2.4,77.0,Peshawar
4490,Hina Shah,Finance,Male,58.0,4,187862.0,2.4,83.0,Lahore
4491,Ayesha Noor,HR,Female,47.0,18,154848.0,3.6,77.0,Islamabad
4492,Ayesha Noor,HR,Male,56.0,26,112606.0,4.1,86.0,Multan
4493,Usman Ali,Marketing,Female,48.0,12,175521.0,2.4,94.0,Karachi
4494,Imran Raza,HR,Male,41.0,6,230902.0,2.0,93.0,Lahore
4495,Ali Khan,HR,Female,55.0,25,188328.0,3.0,97.0,Peshawar
4496,Ali Khan,Finance,Female,49.0,13,123983.0,4.2,65.0,Islamabad
4497,Sana Iqbal,HR,Male,47.0,26,32190.0,3.6,75.0,Peshawar
4498,Bilal Khan,Sales,Female,42.0,7,201565.0,1.2,82.0,Islamabad
4499,Ali Khan,Finance,Female,,30,167633.0,2.9,87.0,Peshawar
4500,Ali Khan,IT,Female,23.0,34,176503.0,5.0,72.0,Islamabad
4501,Imran Raza,Finance,Male,22.0,26,54617.0,2.4,71.0,Quetta
4502,Nida Malik,HR,Female,51.0,3,169643.0,2.8,70.0,Peshawar
4503,Ayesha Noor,Sales,Female,23.0,3,134319.0,2.1,81.0,Islamabad
4504,Ayesha Noor,Finance,Male,20.0,17,121931.0,3.0,90.0,Karachi
4505,Sara Ahmed,Sales,Male,31.0,22,25009.0,1.6,86.0,Islamabad
4506,Ali Khan,IT,Female,32.0,31,139291.0,2.0,86.0,Karachi
4507,Imran Raza,Operations,Female,53.0,11,105739.0,3.8,,Multan
4508,Nasir Khan,IT,Male,48.0,19,199863.0,1.6,85.0,Lahore
4509,Ayesha Noor,Operations,Male,28.0,11,226929.0,4.7,66.0,Islamabad
4510,Imran Raza,Marketing,Female,50.0,7,78368.0,2.2,70.0,Lahore
4511,Zainab Ali,Operations,Female,26.0,21,100914.0,3.3,81.0,Lahore
4512,Nida Malik,Marketing,Male,32.0,26,73847.0,2.3,99.0,Quetta
4513,Ali Khan,Finance,Male,21.0,16,229114.0,2.9,78.0,Multan
4514,Sara Ahmed,Marketing,Female,,31,100755.0,4.6,97.0,Islamabad
4515,Bilal Khan,Sales,Female,26.0,32,120491.0,1.3,79.0,Quetta
4516,Ayesha Noor,Marketing,Male,37.0,30,190296.0,4.4,78.0,Multan
4517,Zainab Ali,Sales,Female,27.0,5,,3.2,78.0,Quetta
4518,Nasir Khan,Operations,Female,31.0,8,65094.0,3.7,95.0,Lahore
4519,Imran Raza,Operations,Female,49.0,31,152791.0,1.2,86.0,Peshawar
4520,Hina Shah,Operations,Female,28.0,15,,4.0,76.0,Lahore
4521,Faizan Ahmed,Marketing,Male,47.0,11,151489.0,1.5,77.0,Multan
4522,Ali Khan,Operations,Male,23.0,2,166158.0,4.9,,Multan
4523,Ali Khan,,Female,58.0,26,118893.0,4.2,67.0,Lahore
4524,Zainab Ali,Marketing,Female,36.0,26,65544.0,3.0,99.0,Multan
4525,Imran Raza,HR,Female,30.0,8,117398.0,4.7,70.0,Karachi
4526,Usman Ali,HR,Female,21.0,16,175027.0,,89.0,Peshawar
4527,Ali Khan,Marketing,Male,42.0,4,72660.0,5.0,71.0,Lahore
4528,Usman Ali,Sales,Female,41.0,25,98736.0,3.9,82.0,Peshawar
4529,Nasir Khan,Finance,Female,,20,96168.0,1.4,65.0,Karachi
4530,Hina Shah,IT,Male,31.0,0,235308.0,3.1,94.0,Peshawar
4531,Zainab Ali,HR,Male,51.0,0,59630.0,3.8,74.0,Islamabad
4532,Imran Raza,Marketing,Female,,34,206457.0,3.5,97.0,Karachi
4533,Imran Raza,IT,Male,24.0,8,241117.0,2.7,87.0,Peshawar
4534,Sana Iqbal,HR,Male,45.0,22,29711.0,2.0,66.0,Quetta
4535,Nasir Khan,Finance,Female,26.0,3,186943.0,2.0,65.0,Peshawar
4536,Nasir Khan,Sales,Female,48.0,18,27457.0,4.7,86.0,Karachi
4537,Nida Malik,Marketing,Male,52.0,4,101732.0,1.9,61.0,Quetta
4538,Faizan Ahmed,Finance,Female,43.0,27,103375.0,4.8,65.0,Multan
4539,Ayesha Noor,HR,Male,44.0,22,64467.0,1.8,91.0,Peshawar
4540,Ayesha Noor,Marketing,Male,50.0,22,169239.0,,88.0,Peshawar
4541,Sana Iqbal,IT,Male,48.0,17,230067.0,,93.0,Karachi
4542,Bilal Khan,Operations,Female,24.0,28,,4.6,60.0,Quetta
4543,Sara Ahmed,Sales,Female,57.0,27,135357.0,1.4,74.0,Quetta
4544,Zainab Ali,HR,Male,30.0,8,,2.4,69.0,Peshawar
4545,Hina Shah,Sales,Male,51.0,9,242538.0,4.4,69.0,Multan
4546,Imran Raza,Marketing,Female,27.0,1,52217.0,4.2,69.0,Islamabad
4547,Faizan Ahmed,Operations,Male,39.0,12,65132.0,4.4,96.0,Karachi
4548,Usman Ali,,Male,53.0,26,121653.0,4.7,91.0,Karachi
4549,Zainab Ali,Sales,Female,27.0,19,105792.0,4.6,95.0,Lahore
4550,Bilal Khan,IT,Female,21.0,9,81371.0,4.1,84.0,Quetta
4551,Zainab Ali,HR,Female,,15,81788.0,3.3,74.0,Quetta
4552,Bilal Khan,IT,Female,34.0,14,34583.0,3.2,68.0,Lahore
4553,Imran Raza,Sales,Male,25.0,12,245533.0,1.1,75.0,Peshawar
4554,Sara Ahmed,Operations,Female,24.0,19,67042.0,3.9,78.0,Peshawar
4555,Bilal Khan,Finance,Female,22.0,23,115405.0,1.9,71.0,Karachi
4556,Imran Raza,Finance,Male,35.0,6,102807.0,4.3,94.0,Peshawar
4557,Imran Raza,IT,Male,54.0,22,93371.0,3.2,,Islamabad
4558,Sara Ahmed,Marketing,Male,28.0,23,164085.0,4.9,97.0,Islamabad
4559,Ayesha Noor,Marketing,Female,54.0,28,103775.0,1.8,65.0,Islamabad
4560,Zainab Ali,Operations,Male,38.0,4,185612.0,3.9,73.0,Lahore
4561,Sana Iqbal,Finance,Female,53.0,34,,3.2,71.0,Multan
4562,Ali Khan,IT,Male,58.0,0,92690.0,4.7,,Islamabad
4563,Ali Khan,IT,Female,29.0,17,243100.0,2.1,,Lahore
4564,Sana Iqbal,IT,Male,29.0,5,94459.0,1.2,77.0,Karachi
4565,Usman Ali,Sales,Female,39.0,22,56558.0,3.2,,Karachi
4566,Nasir Khan,Operations,Female,20.0,9,133350.0,3.1,94.0,Multan
4567,Usman Ali,Marketing,Male,25.0,6,,2.2,63.0,Islamabad
4568,Nasir Khan,Marketing,Male,21.0,7,65030.0,4.9,68.0,Lahore
4569,Sana Iqbal,Sales,Female,57.0,12,61636.0,1.3,,Islamabad
4570,Ali Khan,HR,Male,52.0,29,225398.0,3.3,80.0,Multan
4571,Hina Shah,Sales,Female,22.0,17,134528.0,2.0,91.0,Multan
4572,Ali Khan,Operations,Female,55.0,13,247028.0,1.0,68.0,Peshawar
4573,Usman Ali,IT,Female,32.0,10,215123.0,5.0,91.0,Lahore
4574,Faizan Ahmed,Sales,Male,54.0,12,88566.0,2.9,75.0,Lahore
4575,Sana Iqbal,IT,Female,34.0,32,76159.0,4.4,64.0,Lahore
4576,Usman Ali,Operations,Female,41.0,12,222881.0,4.4,90.0,Lahore
4577,Hina Shah,Operations,Female,23.0,24,81025.0,4.2,84.0,Peshawar
4578,Zainab Ali,Finance,Female,36.0,23,182752.0,2.8,60.0,Islamabad
4579,Nasir Khan,IT,Male,24.0,28,134463.0,4.6,62.0,Karachi
4580,Ali Khan,Marketing,Male,,5,37434.0,,80.0,Multan
4581,Sara Ahmed,Sales,Female,43.0,17,218257.0,2.6,87.0,Quetta
4582,Faizan Ahmed,Operations,Male,50.0,27,71096.0,2.0,62.0,Quetta
4583,Imran Raza,IT,Male,59.0,4,72471.0,,91.0,Lahore
4584,Hina Shah,HR,Female,49.0,17,81004.0,4.9,91.0,Lahore
4585,Usman Ali,Finance,Male,26.0,6,231012.0,3.3,89.0,Karachi
4586,Nasir Khan,HR,Male,26.0,8,196651.0,4.3,72.0,Quetta
4587,Sara Ahmed,Operations,Male,46.0,34,35487.0,2.1,93.0,Lahore
4588,Bilal Khan,HR,Male,43.0,11,100925.0,4.8,63.0,Multan
4589,Ayesha Noor,HR,Male,38.0,23,216700.0,1.1,77.0,Multan
4590,Ali Khan,Finance,Male,53.0,8,204205.0,4.7,91.0,Peshawar
4591,Ayesha Noor,Finance,Female,41.0,11,121925.0,4.6,73.0,Quetta
4592,Hina Shah,Finance,Male,46.0,8,138500.0,1.3,91.0,Peshawar
4593,Bilal Khan,Finance,Female,,21,239602.0,3.4,65.0,Karachi
4594,Bilal Khan,HR,Female,,16,,4.1,76.0,Karachi
4595,Bilal Khan,Marketing,Female,50.0,32,239778.0,2.6,67.0,Quetta
4596,Imran Raza,Marketing,Male,44.0,23,78551.0,1.4,94.0,Multan
4597,Hina Shah,Finance,Male,21.0,14,38869.0,4.3,83.0,Islamabad
4598,Zainab Ali,Sales,Female,29.0,28,241474.0,2.9,62.0,Quetta
4599,Ayesha Noor,IT,Female,29.0,31,113466.0,2.1,76.0,Peshawar
4600,Zainab Ali,Operations,Female,45.0,32,231677.0,1.3,95.0,Islamabad
4601,Sara Ahmed,Sales,Male,24.0,28,205026.0,3.6,99.0,Peshawar
4602,Nida Malik,Operations,Male,41.0,14,230179.0,1.2,76.0,Peshawar
4603,Faizan Ahmed,Sales,Male,23.0,26,47979.0,4.2,89.0,Peshawar
4604,Faizan Ahmed,Sales,Female,53.0,33,36492.0,4.1,84.0,Lahore
4605,Zainab Ali,Marketing,Male,26.0,3,140381.0,2.3,81.0,Islamabad
4606,Nida Malik,IT,Male,36.0,17,85920.0,2.9,96.0,Lahore
4607,Nida Malik,Sales,Female,30.0,20,137784.0,3.7,70.0,Lahore
4608,Ali Khan,,Male,,7,119257.0,4.8,71.0,Peshawar
4609,Sara Ahmed,Operations,Female,47.0,5,232190.0,3.1,80.0,Karachi
4610,Hina Shah,Marketing,Male,52.0,19,48409.0,5.0,74.0,Multan
4611,Nida Malik,Operations,Female,44.0,1,141443.0,2.3,71.0,Quetta
4612,Usman Ali,Finance,Male,40.0,21,221234.0,3.1,81.0,Karachi
4613,Sana Iqbal,Finance,Female,31.0,20,228641.0,1.5,98.0,Peshawar
4614,Faizan Ahmed,Sales,Male,45.0,5,180149.0,3.2,94.0,Quetta
4615,Usman Ali,Finance,Female,48.0,31,85428.0,3.1,75.0,Multan
4616,Sara Ahmed,IT,Female,57.0,5,51455.0,4.4,92.0,Quetta
4617,Nida Malik,Finance,Male,54.0,12,183457.0,5.0,73.0,Multan
4618,Ayesha Noor,Sales,Male,56.0,0,156919.0,4.9,77.0,Peshawar
4619,Faizan Ahmed,Operations,Female,48.0,21,101699.0,1.9,75.0,Lahore
4620,Ali Khan,Finance,Male,43.0,23,78213.0,2.4,99.0,Quetta
4621,Nasir Khan,,Female,34.0,29,140883.0,2.1,62.0,Multan
4622,Ali Khan,Marketing,Female,25.0,21,165776.0,1.8,85.0,Quetta
4623,Sana Iqbal,Marketing,Male,51.0,11,200934.0,1.6,74.0,Quetta
4624,Bilal Khan,Operations,Male,53.0,25,56849.0,3.0,95.0,Quetta
4625,Nasir Khan,HR,Male,55.0,3,96868.0,4.5,86.0,Islamabad
4626,Imran Raza,Marketing,Female,39.0,18,147842.0,3.4,76.0,Lahore
4627,Nida Malik,Marketing,Female,31.0,15,161720.0,4.5,73.0,Islamabad
4628,Sara Ahmed,HR,Male,54.0,11,56793.0,4.8,61.0,Islamabad
4629,Faizan Ahmed,Operations,Female,57.0,32,110240.0,2.5,86.0,Multan
4630,Imran Raza,Marketing,Female,36.0,20,109377.0,4.3,83.0,Peshawar
4631,Sara Ahmed,Sales,Male,46.0,8,249646.0,1.2,99.0,Lahore
4632,Sana Iqbal,Operations,Female,36.0,7,28450.0,2.9,94.0,Karachi
4633,Zainab Ali,Marketing,Female,30.0,19,33418.0,2.5,63.0,Lahore
4634,Nida Malik,Marketing,Female,58.0,9,204790.0,1.8,85.0,Karachi
4635,Hina Shah,HR,Male,21.0,31,59575.0,2.8,95.0,Multan
4636,Hina Shah,Sales,Male,21.0,27,155576.0,2.8,63.0,Multan
4637,Nida Malik,Operations,Female,48.0,9,122260.0,4.2,93.0,Quetta
4638,Nasir Khan,Finance,Male,43.0,7,139009.0,4.5,72.0,Multan
4639,Bilal Khan,IT,Female,43.0,32,58186.0,3.6,99.0,Karachi
4640,Bilal Khan,Sales,Male,35.0,12,51451.0,3.5,60.0,Karachi
4641,Nasir Khan,Finance,Female,50.0,34,28155.0,1.4,60.0,Multan
4642,Hina Shah,Sales,Female,28.0,28,165182.0,3.3,68.0,Karachi
4643,Ayesha Noor,Finance,Female,46.0,4,245356.0,2.1,70.0,Quetta
4644,Nasir Khan,Finance,Female,33.0,2,54448.0,2.2,75.0,Quetta
4645,Faizan Ahmed,Sales,Male,44.0,5,151934.0,1.4,88.0,Islamabad
4646,Hina Shah,HR,Female,41.0,15,153529.0,3.5,95.0,Karachi
4647,Ayesha Noor,Sales,Female,54.0,34,154244.0,,74.0,Lahore
4648,Sana Iqbal,Sales,Male,52.0,17,241810.0,1.9,98.0,Peshawar
4649,Imran Raza,Finance,Male,46.0,10,70231.0,2.1,61.0,Islamabad
4650,Ayesha Noor,IT,Female,59.0,22,60399.0,4.1,69.0,Karachi
4651,Imran Raza,Finance,Female,45.0,10,176130.0,4.2,70.0,Islamabad
4652,Sara Ahmed,Marketing,Male,38.0,28,226238.0,3.0,89.0,Multan
4653,Usman Ali,Sales,Female,58.0,26,97404.0,1.6,82.0,Multan
4654,Sara Ahmed,Operations,Female,45.0,8,231463.0,1.2,81.0,Multan
4655,Hina Shah,Sales,Female,25.0,34,73698.0,2.1,95.0,Karachi
4656,Imran Raza,HR,Female,22.0,8,70379.0,3.9,88.0,Karachi
4657,Hina Shah,Operations,Female,25.0,17,246268.0,3.4,91.0,Islamabad
4658,Nasir Khan,Finance,Female,47.0,20,122275.0,3.9,92.0,Karachi
4659,Nida Malik,HR,Female,22.0,0,159884.0,2.9,98.0,Karachi
4660,Faizan Ahmed,Sales,Female,32.0,26,173342.0,4.0,68.0,Peshawar
4661,Ali Khan,Finance,Female,32.0,28,48978.0,2.9,60.0,Lahore
4662,Hina Shah,Finance,Male,,18,36531.0,1.3,77.0,Quetta
4663,Faizan Ahmed,Marketing,Male,20.0,23,53783.0,1.3,,Peshawar
4664,Nasir Khan,Marketing,Male,59.0,0,216091.0,4.3,96.0,Quetta
4665,Ayesha Noor,IT,Female,56.0,22,38236.0,3.5,73.0,Quetta
4666,Nasir Khan,Marketing,Female,,12,,2.1,81.0,Lahore
4667,Sana Iqbal,Operations,Female,36.0,29,186165.0,4.0,92.0,Peshawar
4668,Sara Ahmed,Finance,Male,28.0,10,94683.0,1.5,65.0,Karachi
4669,Ayesha Noor,Marketing,Male,32.0,6,174587.0,3.6,86.0,Lahore
4670,Ali Khan,IT,Female,56.0,34,118806.0,5.0,65.0,Karachi
4671,Imran Raza,Sales,Male,33.0,10,,1.6,75.0,Karachi
4672,Nida Malik,Operations,Male,30.0,20,181388.0,1.6,61.0,Multan
4673,Faizan Ahmed,Marketing,Female,44.0,2,224484.0,2.9,96.0,Karachi
4674,Nida Malik,Finance,Female,50.0,29,201552.0,3.6,88.0,Karachi
4675,Usman Ali,Sales,Male,33.0,23,38332.0,1.1,82.0,Peshawar
4676,Nasir Khan,Finance,Female,26.0,2,231511.0,3.0,80.0,Quetta
4677,Hina Shah,Sales,Male,43.0,32,205279.0,1.3,72.0,Quetta
4678,Imran Raza,Operations,Male,55.0,21,199891.0,2.0,60.0,Peshawar
4679,Usman Ali,Finance,Male,22.0,30,214222.0,3.8,88.0,Quetta
4680,Nasir Khan,Marketing,Female,45.0,11,78902.0,4.0,66.0,Multan
4681,Zainab Ali,Marketing,Male,45.0,13,34198.0,3.9,90.0,Lahore
4682,Hina Shah,IT,Male,20.0,11,128307.0,1.3,81.0,Karachi
4683,Ayesha Noor,Sales,Female,34.0,26,171804.0,4.1,75.0,Karachi
4684,Sara Ahmed,IT,Female,,12,131209.0,2.7,,Multan
4685,Faizan Ahmed,HR,Male,56.0,23,111023.0,2.9,98.0,Karachi
4686,Sana Iqbal,Marketing,Female,26.0,8,211491.0,2.7,84.0,Islamabad
4687,Ali Khan,Sales,Female,31.0,7,157853.0,4.4,73.0,Lahore
4688,Ali Khan,Operations,Male,57.0,14,,3.7,80.0,Islamabad
4689,Ayesha Noor,IT,Female,22.0,6,75141.0,3.0,78.0,Peshawar
4690,Bilal Khan,Operations,Male,45.0,23,217349.0,4.3,72.0,Islamabad
4691,Ali Khan,Operations,Female,49.0,15,134660.0,4.2,61.0,Quetta
4692,Faizan Ahmed,Operations,Female,51.0,23,212776.0,1.0,95.0,Quetta
4693,Ayesha Noor,IT,Male,55.0,6,56485.0,2.9,73.0,Lahore
4694,Imran Raza,HR,Male,56.0,27,79351.0,1.2,,Islamabad
