Employee_ID,Name,Gender,Age,Marital_Status,Education,Department,Job_Role,Experience_Years,Joining_Year,Promotion_Count,Salary,Bonus,Allowance,Tax,Net_Salary,Attendance_Percent,Absents,Late_Days,Performance_Score,Overtime_Hours,Skill_Level,Training_Hours,Manager_Rating,City,Country,Work_Mode,Project_Count,Satisfaction_Score,Attrition
7557.0,Ali Khan,Female,20.0,Married,Bachelor,IT,Engineer,13.0,2018.0,2.0,209528.0,10144.0,,23151.0,204437.0,95.0,0.0,8.0,2.1,,Advanced,92.0,4.3,Peshawar,Pakistan,Remote,13.0,5.1,Yes
7558.0,Nida Malik,Male,25.0,Single,,Support,Assistant,18.0,2014.0,5.0,183991.0,38877.0,1421.0,24112.0,200177.0,82.0,13.0,4.0,1.1,48.0,Beginner,8.0,4.3,Islamabad,Pakistan,,13.0,9.6,No
7559.0,Sara Ahmed,Female,46.0,Married,Master,Support,Officer,8.0,2017.0,0.0,60948.0,31741.0,2826.0,,,89.0,25.0,16.0,4.3,,Intermediate,,1.6,Peshawar,Pakistan,Hybrid,6.0,9.1,No
7560.0,Hina Shah,Male,54.0,Married,PhD,Support,Manager,0.0,2000.0,5.0,79410.0,12370.0,12945.0,20570.0,84155.0,75.0,13.0,7.0,,66.0,Intermediate,167.0,,Peshawar,Pakistan,Remote,0.0,,No
7561.0,Zainab Ali,Male,60.0,Single,Matric,Sales,Officer,,2017.0,4.0,259656.0,5152.0,21357.0,6724.0,279441.0,61.0,6.0,19.0,4.1,17.0,Advanced,115.0,2.9,Lahore,Pakistan,Remote,0.0,,Yes
7562.0,Imran Raza,Male,26.0,Married,Matric,Finance,Engineer,,2004.0,4.0,257146.0,4789.0,28884.0,18139.0,272680.0,73.0,6.0,6.0,1.7,55.0,Beginner,10.0,3.6,Quetta,Pakistan,Remote,14.0,2.2,No
7563.0,Nasir Khan,Female,36.0,Single,Matric,IT,Officer,32.0,2023.0,0.0,98318.0,30872.0,10615.0,28521.0,111284.0,53.0,4.0,4.0,4.7,78.0,Beginner,188.0,3.5,Peshawar,Pakistan,Onsite,0.0,5.0,Yes
7564.0,Faizan Ahmed,Female,29.0,Single,Intermediate,Support,Executive,32.0,,5.0,237054.0,6149.0,26501.0,29107.0,,48.0,11.0,,4.2,13.0,Beginner,163.0,2.1,Islamabad,Pakistan,Onsite,3.0,3.8,No
7565.0,Sana Iqbal,Female,44.0,Single,Bachelor,Support,Executive,,2011.0,2.0,185951.0,32175.0,3586.0,3204.0,218508.0,97.0,27.0,14.0,1.5,48.0,,,2.0,Lahore,Pakistan,Hybrid,1.0,4.2,No
7566.0,Faizan Ahmed,Female,54.0,Married,PhD,Marketing,Manager,16.0,2018.0,5.0,,47355.0,16969.0,5545.0,272855.0,89.0,21.0,8.0,4.2,60.0,Intermediate,40.0,5.0,Quetta,,,5.0,9.1,No
7567.0,Sara Ahmed,Male,42.0,Single,,Operations,Officer,12.0,2022.0,2.0,245864.0,45148.0,16020.0,20937.0,286095.0,51.0,29.0,16.0,2.4,,Beginner,15.0,1.7,Multan,Pakistan,Hybrid,14.0,5.1,Yes
7568.0,Zainab Ali,Male,62.0,Single,Matric,Finance,Assistant,8.0,2019.0,2.0,202980.0,36285.0,25276.0,6771.0,257770.0,61.0,3.0,15.0,4.7,9.0,Advanced,147.0,2.8,Karachi,Pakistan,Onsite,6.0,2.0,
7569.0,Nida Malik,Female,55.0,Married,Master,Operations,Officer,0.0,2022.0,0.0,26013.0,32270.0,22056.0,4505.0,75834.0,72.0,0.0,2.0,3.0,9.0,Advanced,91.0,3.5,Karachi,Pakistan,Onsite,13.0,6.5,Yes
7570.0,Nasir Khan,Female,34.0,Married,Bachelor,Finance,Executive,22.0,2023.0,,168067.0,8651.0,7483.0,10694.0,173507.0,57.0,26.0,0.0,,45.0,Intermediate,,3.7,Peshawar,Pakistan,Remote,3.0,8.1,Yes
7571.0,Sana Iqbal,Male,61.0,Married,PhD,Finance,Engineer,39.0,2018.0,,228908.0,24869.0,14077.0,24273.0,243581.0,95.0,0.0,16.0,1.1,50.0,Intermediate,189.0,4.7,Islamabad,Pakistan,Hybrid,12.0,7.0,Yes
7572.0,,Female,50.0,Married,Matric,Sales,Analyst,33.0,2000.0,3.0,100643.0,5518.0,10193.0,38785.0,,70.0,2.0,0.0,1.2,13.0,Advanced,,4.5,Peshawar,Pakistan,Hybrid,2.0,1.8,Yes
7573.0,Ayesha Noor,Female,56.0,Single,Matric,Marketing,Engineer,35.0,2023.0,4.0,174185.0,40049.0,27809.0,35571.0,206472.0,51.0,19.0,10.0,1.0,67.0,Advanced,162.0,1.7,Islamabad,Pakistan,Onsite,7.0,2.7,Yes
,Nida Malik,Female,31.0,Married,PhD,Marketing,Manager,13.0,2021.0,5.0,42206.0,15040.0,25201.0,,72013.0,77.0,17.0,19.0,1.1,29.0,Intermediate,198.0,1.4,Islamabad,Pakistan,Hybrid,3.0,5.7,Yes
7575.0,Usman Ali,Female,45.0,Single,Master,Operations,Analyst,20.0,2002.0,4.0,295599.0,46483.0,2637.0,,310864.0,73.0,2.0,4.0,3.2,23.0,Intermediate,,2.6,Peshawar,Pakistan,Hybrid,5.0,9.0,
7576.0,Ayesha Noor,Female,35.0,Single,,Support,Engineer,20.0,2000.0,3.0,60162.0,26012.0,27074.0,34501.0,78747.0,54.0,4.0,12.0,4.1,1.0,Intermediate,84.0,4.1,Islamabad,Pakistan,Hybrid,9.0,6.1,Yes
7577.0,Zainab Ali,Female,50.0,Married,,Sales,Officer,27.0,2023.0,2.0,,20463.0,11108.0,20442.0,255092.0,79.0,29.0,16.0,1.2,17.0,Beginner,167.0,4.3,Multan,Pakistan,Onsite,7.0,6.0,Yes
7578.0,Ayesha Noor,Male,59.0,Married,Bachelor,Marketing,Assistant,31.0,,0.0,25299.0,21322.0,15195.0,8574.0,53242.0,40.0,13.0,,2.1,15.0,Advanced,,2.4,Karachi,Pakistan,Remote,2.0,7.3,Yes
7579.0,Nida Malik,Male,32.0,Married,Master,Finance,Officer,29.0,2008.0,4.0,94450.0,39933.0,489.0,26641.0,108231.0,92.0,25.0,,2.8,9.0,Intermediate,142.0,2.2,Quetta,Pakistan,,5.0,1.6,No
,Sana Iqbal,Male,28.0,Married,Master,Finance,Executive,39.0,2004.0,2.0,192318.0,39368.0,22349.0,6317.0,247718.0,70.0,10.0,5.0,3.0,47.0,Advanced,92.0,1.4,Lahore,Pakistan,Onsite,4.0,4.6,No
7581.0,Hina Shah,,,Single,Matric,Operations,,11.0,2004.0,1.0,169504.0,10934.0,,38479.0,145629.0,49.0,8.0,3.0,3.7,67.0,Advanced,,3.9,,Pakistan,Hybrid,7.0,2.7,
,Sara Ahmed,Female,32.0,Married,Master,Finance,Officer,28.0,,2.0,41942.0,42258.0,25291.0,38456.0,,,20.0,1.0,1.3,,Beginner,91.0,3.3,Islamabad,Pakistan,Remote,,,No
7583.0,,Female,47.0,Single,Intermediate,Marketing,Manager,0.0,2020.0,3.0,138740.0,37425.0,,27092.0,,87.0,1.0,17.0,4.1,28.0,Intermediate,54.0,4.1,Multan,Pakistan,Hybrid,0.0,1.7,No
7584.0,Hina Shah,Male,32.0,Single,PhD,HR,Assistant,25.0,2016.0,0.0,227822.0,46625.0,2128.0,5732.0,270843.0,76.0,26.0,13.0,,53.0,Advanced,81.0,4.8,Karachi,Pakistan,Hybrid,13.0,4.7,Yes
7585.0,Usman Ali,Male,40.0,Married,,,Analyst,15.0,2015.0,5.0,234543.0,5823.0,27555.0,4289.0,263632.0,52.0,22.0,1.0,2.7,4.0,Intermediate,59.0,2.9,Multan,Pakistan,Onsite,7.0,5.8,No
7586.0,Sana Iqbal,Male,60.0,Married,Bachelor,HR,Engineer,17.0,2004.0,4.0,220871.0,28016.0,12518.0,27393.0,234012.0,77.0,3.0,13.0,2.1,18.0,Beginner,157.0,2.5,Islamabad,Pakistan,Onsite,0.0,7.1,No
7587.0,Sara Ahmed,Male,32.0,Married,Master,,Engineer,32.0,2011.0,3.0,133653.0,49784.0,6636.0,24655.0,165418.0,84.0,28.0,10.0,3.0,50.0,Intermediate,88.0,3.9,Multan,Pakistan,Remote,7.0,4.6,Yes
7588.0,Bilal Khan,Male,46.0,Single,Matric,HR,,22.0,2013.0,1.0,262274.0,36838.0,2466.0,35099.0,266479.0,49.0,9.0,6.0,1.8,21.0,Intermediate,135.0,2.1,Quetta,Pakistan,Onsite,6.0,9.7,Yes
7589.0,Ayesha Noor,,28.0,Single,PhD,Support,Analyst,4.0,2009.0,1.0,255895.0,,20926.0,30560.0,276855.0,86.0,6.0,,,7.0,Beginner,11.0,3.4,Islamabad,Pakistan,,14.0,5.7,No
7590.0,Zainab Ali,Female,,Single,PhD,Operations,Officer,20.0,2012.0,5.0,55609.0,6109.0,2807.0,39571.0,24954.0,61.0,18.0,3.0,3.5,35.0,Beginner,149.0,1.8,Karachi,Pakistan,Onsite,12.0,3.3,
7591.0,Bilal Khan,Male,35.0,,Bachelor,HR,Assistant,0.0,2014.0,,133442.0,24059.0,20154.0,38117.0,139538.0,100.0,6.0,0.0,3.5,62.0,Advanced,141.0,3.2,Lahore,Pakistan,Onsite,8.0,2.3,No
7592.0,Bilal Khan,Male,57.0,Married,,Support,Manager,30.0,2005.0,5.0,282606.0,47371.0,9587.0,21002.0,318562.0,77.0,26.0,,3.9,,Beginner,,,Peshawar,Pakistan,Onsite,11.0,4.9,Yes
7593.0,Faizan Ahmed,Female,48.0,Married,Intermediate,Operations,Officer,17.0,2004.0,5.0,132014.0,49068.0,29513.0,2659.0,207936.0,97.0,1.0,17.0,1.8,47.0,Intermediate,69.0,3.1,Karachi,Pakistan,Hybrid,0.0,,Yes
7594.0,Ali Khan,Female,26.0,Married,,Sales,Engineer,20.0,2015.0,5.0,79802.0,25573.0,26509.0,25866.0,106018.0,65.0,4.0,9.0,3.3,58.0,Advanced,70.0,4.6,Islamabad,Pakistan,Onsite,13.0,7.4,No
,Nida Malik,Female,39.0,Married,Bachelor,HR,Manager,6.0,2005.0,4.0,167086.0,11799.0,9816.0,11942.0,176759.0,50.0,7.0,17.0,3.2,28.0,Beginner,161.0,3.1,Lahore,Pakistan,Remote,2.0,7.4,Yes
7596.0,Hina Shah,,28.0,Married,PhD,IT,Assistant,0.0,2022.0,1.0,23527.0,12567.0,28114.0,27119.0,37089.0,88.0,,8.0,3.6,79.0,Advanced,158.0,2.1,Lahore,Pakistan,Remote,14.0,2.9,No
7597.0,Hina Shah,Female,34.0,Married,Master,Marketing,Manager,22.0,2010.0,3.0,123683.0,30429.0,22461.0,1157.0,175416.0,72.0,7.0,1.0,,58.0,Intermediate,199.0,4.0,Peshawar,Pakistan,Onsite,7.0,7.3,No
7598.0,Hina Shah,Male,50.0,Single,,Support,Manager,26.0,2020.0,1.0,258872.0,49360.0,,25022.0,290654.0,49.0,8.0,7.0,4.6,32.0,Intermediate,174.0,4.7,Peshawar,Pakistan,Onsite,0.0,4.6,No
7599.0,Sana Iqbal,,28.0,Single,Master,Sales,Engineer,1.0,2008.0,4.0,282626.0,31715.0,10408.0,35102.0,289647.0,70.0,25.0,16.0,1.5,57.0,Advanced,76.0,2.1,Multan,Pakistan,Onsite,13.0,1.6,
,Hina Shah,Female,56.0,Single,Intermediate,HR,Assistant,33.0,2020.0,2.0,199335.0,34993.0,17211.0,17032.0,234507.0,60.0,8.0,5.0,1.5,60.0,,,3.3,Quetta,,Hybrid,13.0,1.1,Yes
7601.0,Sana Iqbal,Female,25.0,,Intermediate,Finance,Engineer,15.0,,1.0,280528.0,,17913.0,17705.0,291575.0,85.0,18.0,6.0,1.5,49.0,Intermediate,109.0,3.9,Islamabad,Pakistan,Onsite,13.0,6.7,Yes
7602.0,Nida Malik,Female,21.0,Married,Matric,Finance,Executive,39.0,2010.0,1.0,293808.0,41311.0,8760.0,27120.0,316759.0,73.0,2.0,4.0,4.6,37.0,Beginner,180.0,3.7,Karachi,Pakistan,,3.0,5.6,No
7603.0,Bilal Khan,Male,53.0,Married,Matric,,Assistant,9.0,2005.0,1.0,165349.0,40919.0,16733.0,,193534.0,64.0,5.0,10.0,2.4,45.0,Intermediate,115.0,1.5,Peshawar,Pakistan,Remote,4.0,2.6,Yes
7604.0,Nida Malik,,36.0,Married,,Finance,,19.0,2023.0,2.0,197002.0,31228.0,20838.0,28866.0,220202.0,48.0,28.0,3.0,,2.0,Intermediate,180.0,5.0,Multan,Pakistan,Hybrid,5.0,4.7,Yes
7605.0,Hina Shah,Female,41.0,Single,Matric,IT,Assistant,36.0,2016.0,4.0,89125.0,37235.0,,5654.0,126605.0,99.0,,17.0,2.5,21.0,Intermediate,106.0,1.2,Karachi,Pakistan,Onsite,1.0,5.1,Yes
7606.0,Ali Khan,Male,58.0,Married,PhD,Support,Engineer,24.0,,3.0,148896.0,8876.0,27064.0,26881.0,157955.0,57.0,17.0,9.0,2.9,16.0,Beginner,181.0,4.2,Islamabad,Pakistan,Hybrid,,9.9,Yes
7607.0,Imran Raza,Female,35.0,Single,Master,HR,Officer,3.0,,4.0,210643.0,15296.0,,26520.0,214050.0,69.0,10.0,0.0,3.5,62.0,Beginner,194.0,1.1,Islamabad,Pakistan,Remote,11.0,,
7608.0,Sara Ahmed,Female,50.0,Single,Intermediate,IT,Engineer,31.0,,0.0,254184.0,9235.0,23433.0,22850.0,264002.0,60.0,11.0,18.0,2.7,7.0,Beginner,113.0,2.1,Multan,Pakistan,,,5.0,Yes
7609.0,Hina Shah,Male,63.0,Single,PhD,IT,Assistant,27.0,2004.0,5.0,166382.0,,18493.0,26363.0,182340.0,89.0,9.0,5.0,1.4,65.0,Intermediate,130.0,,Islamabad,Pakistan,Hybrid,1.0,7.4,Yes
7610.0,Zainab Ali,Male,53.0,Married,Matric,Marketing,,,2016.0,3.0,191047.0,7563.0,2572.0,34984.0,,68.0,28.0,6.0,,77.0,Beginner,106.0,2.8,Peshawar,Pakistan,Hybrid,0.0,2.8,Yes
7611.0,Imran Raza,Male,27.0,Married,Bachelor,,Officer,12.0,,2.0,212143.0,13047.0,16375.0,32516.0,209049.0,79.0,27.0,7.0,4.5,74.0,Advanced,50.0,1.7,Multan,Pakistan,Onsite,8.0,1.3,Yes
7612.0,Nida Malik,Male,31.0,Single,Bachelor,Sales,Assistant,4.0,2008.0,0.0,160361.0,2147.0,24765.0,11263.0,176010.0,100.0,18.0,3.0,3.1,68.0,,19.0,3.0,Islamabad,Pakistan,Hybrid,3.0,7.7,No
7613.0,Zainab Ali,Male,24.0,Single,Master,Finance,Assistant,16.0,2018.0,,99886.0,44626.0,66.0,38230.0,106348.0,56.0,,3.0,4.6,69.0,Advanced,78.0,4.3,Multan,Pakistan,,14.0,3.8,No
7614.0,Zainab Ali,Female,29.0,Married,Intermediate,Support,,6.0,2011.0,1.0,139641.0,2450.0,25314.0,14917.0,152488.0,43.0,6.0,0.0,3.3,25.0,Beginner,109.0,4.7,Peshawar,,Hybrid,0.0,9.5,No
,Usman Ali,Female,39.0,Single,Intermediate,Marketing,Executive,9.0,2007.0,5.0,67625.0,1380.0,26025.0,8069.0,86961.0,87.0,25.0,4.0,3.7,30.0,Advanced,42.0,4.3,Karachi,Pakistan,,14.0,3.4,
7616.0,Zainab Ali,Male,44.0,Married,Master,IT,Analyst,26.0,,4.0,165700.0,37121.0,12257.0,328.0,214750.0,72.0,12.0,,2.3,49.0,Advanced,170.0,4.1,Multan,Pakistan,Onsite,1.0,3.6,No
,Hina Shah,Female,54.0,Single,Matric,Finance,Executive,34.0,2013.0,2.0,228639.0,13088.0,18112.0,9218.0,250621.0,62.0,2.0,3.0,2.7,59.0,Beginner,16.0,2.3,,Pakistan,Remote,4.0,9.3,Yes
7618.0,,Female,28.0,Married,Matric,HR,Manager,,2013.0,2.0,110520.0,46345.0,3962.0,28301.0,132526.0,46.0,18.0,4.0,3.4,28.0,Advanced,,3.3,Karachi,Pakistan,Onsite,1.0,6.5,No
7619.0,Faizan Ahmed,Male,53.0,Single,Intermediate,IT,Manager,15.0,2018.0,1.0,54973.0,48415.0,12845.0,22338.0,93895.0,73.0,27.0,13.0,4.2,56.0,,185.0,2.8,Quetta,Pakistan,Onsite,,5.0,No
7620.0,Bilal Khan,Male,30.0,Married,Intermediate,IT,Manager,26.0,2002.0,1.0,40414.0,27485.0,8665.0,,46275.0,63.0,18.0,10.0,3.9,0.0,Intermediate,,1.2,Peshawar,Pakistan,Hybrid,4.0,,
7621.0,Zainab Ali,Male,49.0,Single,Intermediate,HR,Engineer,14.0,2006.0,5.0,,25468.0,8285.0,9344.0,109787.0,46.0,2.0,12.0,,6.0,Advanced,81.0,2.5,Islamabad,,Hybrid,11.0,5.5,Yes
7622.0,Ali Khan,Female,25.0,Married,,Sales,Engineer,5.0,,5.0,297454.0,5375.0,27885.0,34579.0,296135.0,47.0,,14.0,4.8,29.0,Advanced,165.0,2.0,Multan,Pakistan,Onsite,0.0,1.6,Yes
,,Male,24.0,Single,Bachelor,Marketing,Officer,38.0,2004.0,5.0,69374.0,43421.0,10051.0,22908.0,99938.0,42.0,12.0,13.0,1.2,50.0,Intermediate,33.0,1.8,Peshawar,Pakistan,Hybrid,9.0,8.3,Yes
7624.0,Sara Ahmed,Female,60.0,Married,Master,HR,Analyst,23.0,2015.0,2.0,276613.0,44301.0,9843.0,36188.0,294569.0,,8.0,7.0,4.6,49.0,Intermediate,174.0,4.6,Karachi,Pakistan,Remote,3.0,9.5,No
7625.0,Zainab Ali,Female,,Single,Master,,Analyst,22.0,2010.0,2.0,33179.0,4100.0,18852.0,34391.0,21740.0,90.0,27.0,17.0,2.7,4.0,Beginner,166.0,2.3,Islamabad,Pakistan,Onsite,13.0,2.0,Yes
7626.0,Sana Iqbal,Female,34.0,Single,PhD,,Assistant,,2022.0,4.0,82962.0,42787.0,8505.0,28543.0,105711.0,84.0,27.0,,1.7,61.0,,103.0,3.2,Quetta,Pakistan,Remote,5.0,6.5,No
7627.0,Faizan Ahmed,Female,39.0,Single,PhD,IT,Manager,6.0,2000.0,1.0,,,25543.0,3218.0,148082.0,,28.0,4.0,1.4,7.0,,187.0,1.4,Lahore,,Onsite,12.0,9.5,No
,Ayesha Noor,Male,63.0,Single,Bachelor,Support,Manager,,2009.0,2.0,148838.0,48634.0,,11204.0,202201.0,66.0,20.0,18.0,4.9,29.0,Advanced,32.0,4.1,Lahore,Pakistan,Hybrid,14.0,7.6,No
7629.0,Sana Iqbal,Female,51.0,Single,Intermediate,Operations,Assistant,28.0,2016.0,0.0,59362.0,10071.0,20910.0,9432.0,80911.0,43.0,18.0,14.0,4.8,38.0,Advanced,3.0,1.2,Peshawar,Pakistan,,12.0,4.5,No
7630.0,Nida Malik,Male,37.0,Single,Bachelor,Marketing,Engineer,30.0,2020.0,,245284.0,12390.0,4077.0,11223.0,250528.0,41.0,11.0,18.0,5.0,,Intermediate,109.0,2.3,Lahore,Pakistan,Remote,13.0,9.3,
7631.0,Nasir Khan,Female,25.0,,PhD,Sales,Executive,34.0,,0.0,33400.0,2951.0,17254.0,15015.0,38590.0,44.0,25.0,4.0,3.4,10.0,Advanced,80.0,2.3,Quetta,Pakistan,Onsite,5.0,5.6,No
7632.0,Nida Malik,Male,39.0,Married,PhD,Sales,Assistant,33.0,2022.0,3.0,204079.0,27076.0,17781.0,11131.0,237805.0,49.0,1.0,1.0,3.0,23.0,Advanced,167.0,,Peshawar,Pakistan,Remote,14.0,4.0,Yes
7633.0,Faizan Ahmed,Male,44.0,Single,Master,Operations,Analyst,18.0,2006.0,0.0,78574.0,42159.0,14692.0,3942.0,,76.0,19.0,,3.7,78.0,,25.0,1.6,Islamabad,Pakistan,Remote,9.0,2.5,Yes
7634.0,Ayesha Noor,Male,,Married,Bachelor,Finance,Analyst,33.0,2002.0,2.0,22899.0,48717.0,25630.0,30717.0,66529.0,48.0,15.0,3.0,2.3,65.0,Advanced,152.0,2.4,Islamabad,Pakistan,Remote,4.0,1.8,Yes
7635.0,Nida Malik,Female,38.0,Single,Matric,Sales,,29.0,2004.0,3.0,215259.0,28229.0,18077.0,35576.0,225989.0,47.0,21.0,7.0,2.2,,Beginner,95.0,,Islamabad,Pakistan,,7.0,6.6,No
7636.0,Nida Malik,Female,32.0,Single,PhD,Support,Analyst,18.0,2011.0,,40565.0,17516.0,409.0,5913.0,52577.0,42.0,0.0,7.0,3.2,40.0,Beginner,176.0,3.4,,Pakistan,Hybrid,2.0,1.7,
,Nida Malik,Female,22.0,Married,,,Analyst,17.0,2009.0,1.0,79810.0,39038.0,21881.0,35060.0,,68.0,23.0,7.0,4.5,36.0,Advanced,30.0,3.1,Lahore,Pakistan,Remote,7.0,4.9,Yes
7638.0,Faizan Ahmed,Male,55.0,Single,Intermediate,Marketing,Engineer,0.0,2002.0,,165690.0,12048.0,21881.0,10586.0,,84.0,23.0,5.0,4.8,39.0,Beginner,81.0,2.0,Islamabad,Pakistan,Onsite,7.0,6.9,No
7639.0,Nasir Khan,Female,34.0,,Bachelor,Operations,Analyst,15.0,,0.0,90923.0,35384.0,29754.0,,143490.0,54.0,7.0,,2.4,22.0,Beginner,66.0,3.7,Quetta,Pakistan,Remote,3.0,4.6,No
7640.0,Bilal Khan,Female,,Married,PhD,IT,Manager,39.0,2005.0,5.0,126867.0,19497.0,25085.0,28391.0,143058.0,72.0,,17.0,4.6,48.0,Beginner,188.0,4.9,Multan,,Hybrid,7.0,8.9,No
7641.0,Sara Ahmed,Female,36.0,Single,Matric,Support,Manager,27.0,,5.0,35835.0,12316.0,10191.0,19781.0,38561.0,99.0,14.0,12.0,1.5,1.0,Beginner,100.0,2.1,Islamabad,Pakistan,Onsite,0.0,7.8,No
,Faizan Ahmed,Male,22.0,Single,PhD,Finance,,10.0,2023.0,1.0,222003.0,38997.0,27861.0,21932.0,266929.0,81.0,14.0,8.0,1.6,21.0,Intermediate,21.0,,Quetta,Pakistan,,14.0,7.5,Yes
7643.0,,Female,40.0,Married,Matric,Marketing,Engineer,31.0,2007.0,5.0,178897.0,20840.0,28895.0,29738.0,198894.0,55.0,27.0,9.0,4.8,67.0,Advanced,52.0,4.8,Quetta,Pakistan,Hybrid,2.0,2.3,No
7644.0,Zainab Ali,Female,,Married,Bachelor,Operations,Engineer,25.0,2019.0,0.0,51861.0,22725.0,6399.0,23035.0,57950.0,98.0,3.0,8.0,4.7,6.0,Beginner,4.0,4.5,Quetta,Pakistan,Hybrid,0.0,,Yes
7645.0,Bilal Khan,Male,31.0,,Matric,Finance,Manager,9.0,,4.0,74991.0,38570.0,29037.0,33422.0,109176.0,81.0,,7.0,1.5,,Beginner,50.0,2.7,Islamabad,Pakistan,Onsite,9.0,1.8,Yes
7646.0,Bilal Khan,,,Single,Matric,HR,Engineer,22.0,2008.0,3.0,274625.0,7995.0,6250.0,,,50.0,21.0,0.0,4.7,53.0,Advanced,51.0,3.1,Islamabad,Pakistan,Remote,2.0,5.6,
7647.0,Zainab Ali,Male,48.0,Single,Master,Finance,Engineer,38.0,,5.0,29823.0,,8972.0,10099.0,,45.0,1.0,9.0,2.9,4.0,Beginner,125.0,4.3,Islamabad,Pakistan,Onsite,5.0,3.3,No
7648.0,Ali Khan,Male,,Single,Bachelor,Marketing,,32.0,2001.0,,207061.0,23258.0,12696.0,24016.0,218999.0,87.0,24.0,12.0,,75.0,Beginner,193.0,2.7,Peshawar,,Hybrid,8.0,6.0,No
7649.0,,Male,39.0,,PhD,,Executive,13.0,2008.0,0.0,202674.0,333.0,26679.0,5639.0,224047.0,99.0,24.0,13.0,,29.0,Advanced,83.0,4.2,Islamabad,Pakistan,Hybrid,5.0,,Yes
7650.0,Sara Ahmed,Male,54.0,Single,Intermediate,Finance,Assistant,8.0,,4.0,246282.0,,20407.0,,310040.0,88.0,27.0,17.0,3.8,63.0,Intermediate,15.0,2.1,Islamabad,Pakistan,Hybrid,3.0,8.0,No
7651.0,Sara Ahmed,Female,,Single,Bachelor,IT,Analyst,13.0,2013.0,3.0,223937.0,4176.0,13749.0,35991.0,205871.0,47.0,1.0,1.0,,49.0,Intermediate,68.0,2.2,Lahore,Pakistan,Hybrid,7.0,,Yes
7652.0,Ali Khan,Female,27.0,,Bachelor,Marketing,Officer,35.0,2023.0,0.0,114927.0,34252.0,17869.0,22822.0,144226.0,92.0,20.0,3.0,4.2,22.0,Intermediate,182.0,3.1,Quetta,,Hybrid,6.0,2.7,No
7653.0,Usman Ali,Male,48.0,Single,Intermediate,Sales,Executive,1.0,2012.0,2.0,151671.0,7040.0,8384.0,35375.0,131720.0,82.0,26.0,10.0,2.4,,Advanced,162.0,1.9,Peshawar,Pakistan,Hybrid,10.0,5.6,Yes
7654.0,Sara Ahmed,Female,60.0,Single,PhD,,Analyst,10.0,2018.0,4.0,142910.0,49384.0,11856.0,13898.0,,48.0,0.0,,1.3,61.0,Advanced,166.0,4.3,Lahore,Pakistan,Onsite,13.0,5.1,No
7655.0,Ayesha Noor,Male,52.0,Married,Master,Finance,,,2015.0,1.0,221527.0,,9780.0,21701.0,258650.0,98.0,28.0,8.0,4.4,57.0,Beginner,,,Peshawar,Pakistan,Onsite,14.0,2.7,No
7656.0,Imran Raza,,30.0,Single,PhD,HR,Executive,35.0,2017.0,0.0,251110.0,3886.0,7079.0,2916.0,259159.0,90.0,23.0,18.0,2.5,35.0,Beginner,21.0,1.9,Lahore,Pakistan,Onsite,3.0,8.4,Yes
7657.0,Imran Raza,Male,47.0,Single,,HR,Analyst,34.0,2015.0,1.0,281518.0,,21071.0,26712.0,300797.0,,24.0,8.0,3.4,41.0,Advanced,161.0,3.9,Islamabad,Pakistan,Onsite,0.0,,No
7658.0,Sara Ahmed,,51.0,Married,PhD,Support,Officer,24.0,2001.0,2.0,282593.0,42345.0,19476.0,8201.0,336213.0,53.0,12.0,15.0,,70.0,Advanced,90.0,3.1,Islamabad,Pakistan,Remote,,9.8,No
7659.0,Hina Shah,Female,53.0,Single,Bachelor,IT,Analyst,32.0,2000.0,1.0,247966.0,24171.0,24934.0,23776.0,273295.0,63.0,12.0,13.0,4.9,20.0,Advanced,121.0,1.1,Karachi,Pakistan,Onsite,10.0,1.2,No
7660.0,Sara Ahmed,Female,52.0,Married,Master,Operations,Engineer,8.0,2009.0,4.0,178438.0,42042.0,19953.0,,209085.0,47.0,3.0,4.0,1.5,17.0,,109.0,2.8,Peshawar,Pakistan,Hybrid,10.0,2.5,Yes
7661.0,Zainab Ali,Female,,Married,Matric,Operations,Assistant,12.0,2013.0,3.0,239763.0,20749.0,18284.0,37930.0,240866.0,72.0,12.0,8.0,3.6,70.0,Beginner,131.0,,Multan,Pakistan,Remote,,5.1,Yes
7662.0,Zainab Ali,Female,21.0,Married,PhD,Support,Analyst,9.0,2016.0,0.0,279541.0,46305.0,,21720.0,331288.0,97.0,13.0,17.0,4.2,39.0,Beginner,109.0,2.7,Peshawar,,Remote,11.0,1.1,No
7663.0,Sana Iqbal,,21.0,Married,Matric,IT,Manager,32.0,,5.0,253239.0,9597.0,18886.0,34944.0,246778.0,68.0,4.0,8.0,1.4,43.0,Intermediate,57.0,3.5,Quetta,Pakistan,Remote,14.0,3.4,No
7664.0,Usman Ali,Female,64.0,Married,Master,Sales,Officer,8.0,2006.0,3.0,245084.0,23079.0,62.0,35469.0,232756.0,41.0,25.0,0.0,3.3,,Intermediate,126.0,1.8,Peshawar,Pakistan,Remote,0.0,5.4,Yes
7665.0,Nida Malik,Female,23.0,Married,Matric,HR,Executive,39.0,2020.0,0.0,172829.0,7618.0,1563.0,4505.0,177505.0,57.0,20.0,19.0,4.8,50.0,Beginner,133.0,2.6,Karachi,Pakistan,Onsite,0.0,5.4,No
