Employee_ID,Name,Age,Gender,Department,Salary,Attendance_Percent,Joining_Date
3398,Sara Ahmed,thirty,Female,Sales,108773,,2020/03/10
3399,Hina Shah,48,Female,Marketing,500000,,2020-02-02
3400,Nasir babar,22,Female,IT,500000,87.0,2020-02-02
3401,Zainab Ali,60,Female,Sales,invalid,68.0,2020/03/10
3402,Imran Raza,,Female,Operations,invalid,,
3403,Ayesha Noor,29,Male,IT,500000,88.0,2020/03/10
3404,Faizan Ahmed,thirty,Female,HR,146999,52.0,2020-02-02
3405,Faizan Ahmed,thirty,Male,Sales,,94.0,2022-01-15
3406,Sara Ahmed,,Female,Sales,invalid,,2020-02-02
3407,Nida Malik,,Male,IT,,,2020/03/10
3408,Faizan Ahmed,40,Male,HR,invalid,58.0,15-02-2021
3409,Zainab Ali,,Female,Finance,invalid,61.0,
3410,Ayesha Noor,,Male,Operations,,56.0,2020/03/10
3411,Imran Raza,29,Female,Marketing,invalid,,2020-02-02
3412,Sara Ahmed,42,Male,Marketing,invalid,54.0,
3413,Nasir babar,26,Female,Marketing,,98.0,2020/03/10
3414,Nasir babar,53,Male,Operations,44543,,
3415,Sara Ahmed,thirty,Male,Finance,500000,50.0,2020-02-02
3416,Zainab Ali,,Male,HR,500000,47.0,2020-02-02
3417,Zainab Ali,43,Female,HR,500000,54.0,2020/03/10
3418,Bilal Khan,37,Female,HR,,40.0,2020/03/10
3419,Sara Ahmed,46,Male,Finance,invalid,74.0,2020/03/10
3420,Nasir babar,thirty,Male,Finance,500000,,
3421,Nida Malik,22,Male,Marketing,136470,,2020/03/10
3422,Ayesha Noor,thirty,Male,HR,139451,70.0,2020/03/10
3423,Nasir Khan,,Male,Marketing,500000,52.0,15-02-2021
3424,Imran Raza,,Male,Finance,500000,71.0,2020/03/10
3425,Faizan Ahmed,,Male,Sales,500000,,15-02-2021
3426,Nida Malik,,Male,HR,113659,88.0,15-02-2021
3427,Faizan Ahmed,46,Female,Sales,64318,64.0,15-02-2021
3428,Usman Ali,34,Female,IT,500000,,2020/03/10
3429,Nasir babar,,Male,Marketing,500000,85.0,2022-01-15
3430,Sara Ahmed,23,Male,IT,invalid,76.0,2022-01-15
3431,Bilal Khan,59,Female,IT,78444,78.0,2022-01-15
3432,Imran Raza,54,Male,Marketing,500000,81.0,2022-01-15
3433,Zainab Ali,thirty,Female,Marketing,80303,71.0,
3434,Imran Raza,,Male,Finance,invalid,,15-02-2021
3435,Sara Ahmed,60,Male,Finance,101629,,2022-01-15
3436,Bilal Khan,,Female,Finance,48644,,
3437,Nasir Khan,23,Female,Marketing,121818,88.0,15-02-2021
3438,Ali Khan,,Female,Finance,invalid,54.0,2020/03/10
3439,Faizan Ahmed,,Male,HR,111386,45.0,2020/03/10
3440,Ali Khan,,Male,Marketing,,,2020-02-02
3441,Sara Ahmed,thirty,Female,IT,invalid,81.0,2020/03/10
3442,Hina Shah,29,Male,Operations,500000,,2022-01-15
3443,Bilal Khan,thirty,Female,IT,invalid,,15-02-2021
3444,Zainab Ali,43,Male,HR,,85.0,2020-02-02
3445,Faizan Ahmed,,Male,Sales,118491,52.0,2020/03/10
3446,Nasir babar,,Female,Sales,43278,,2022-01-15
3447,Ali Khan,60,Female,Marketing,,,15-02-2021
3448,Ali Khan,thirty,Male,Sales,500000,,
3449,Ayesha Noor,25,Male,Finance,500000,,2020/03/10
3450,Nasir babar,,Male,Finance,invalid,50.0,
3451,Ali Khan,54,Female,Operations,,,15-02-2021
3452,Hina Shah,42,Female,IT,500000,,2022-01-15
3453,Nasir babar,thirty,Male,HR,500000,,2020/03/10
3454,Hina Shah,58,Female,HR,,62.0,
3455,Nasir Khan,,Male,Sales,141391,,
3456,Hina Shah,,Female,HR,500000,,2020-02-02
3457,Nasir Khan,45,Female,IT,invalid,86.0,2022-01-15
3458,Nasir Khan,thirty,Female,IT,500000,,2020/03/10
3459,Nida Malik,25,Male,IT,,97.0,2020/03/10
3460,Nasir babar,,Male,Finance,,,
3461,Bilal Khan,,Male,Sales,500000,,15-02-2021
3462,Hina Shah,thirty,Male,Sales,108778,96.0,
3463,Nasir babar,40,Male,HR,,,2020/03/10
3464,Nida Malik,34,Female,HR,,46.0,
3465,Hina Shah,thirty,Male,IT,121474,61.0,2020-02-02
3466,Bilal Khan,,Female,HR,500000,,15-02-2021
3467,Bilal Khan,28,Female,HR,invalid,89.0,15-02-2021
3468,Nasir Khan,,Male,Operations,invalid,87.0,2020-02-02
3469,Zainab Ali,53,Female,Finance,500000,,2020/03/10
3470,Zainab Ali,45,Male,Operations,61782,,2020-02-02
3471,Nasir babar,,Female,Operations,invalid,46.0,2022-01-15
3472,Usman Ali,,Female,Marketing,invalid,,
3473,Sara Ahmed,,Male,Finance,500000,37.0,2020-02-02
3474,Hina Shah,,Male,HR,500000,,
3475,Nasir Khan,,Female,Operations,500000,,2020-02-02
3476,Zainab Ali,,Male,HR,118010,,
3477,Bilal Khan,thirty,Female,IT,invalid,,2020-02-02
3478,Imran Raza,55,Male,Finance,,,
3479,Faizan Ahmed,39,Female,HR,invalid,,2020/03/10
3480,Bilal Khan,,Female,Sales,500000,79.0,2020/03/10
3481,Imran Raza,57,Female,HR,139996,,2022-01-15
3482,Usman Ali,,Male,HR,,,2020-02-02
3483,Usman Ali,,Male,IT,500000,95.0,2020-02-02
3484,Nasir Khan,,Female,IT,,,2020/03/10
3485,Sara Ahmed,thirty,Female,HR,invalid,,2020-02-02
3486,Sara Ahmed,,Male,HR,500000,84.0,2020/03/10
3487,Nasir babar,,Male,HR,,,15-02-2021
3488,Sara Ahmed,,Female,Marketing,30324,39.0,2022-01-15
3489,Nasir Khan,38,Male,HR,invalid,91.0,2020-02-02
3490,Nasir Khan,51,Male,Finance,51826,41.0,2022-01-15
3491,Ayesha Noor,48,Female,Marketing,91485,36.0,2022-01-15
3492,Nasir babar,35,Female,Sales,,95.0,
3493,Imran Raza,56,Male,HR,,,2022-01-15
3494,Usman Ali,thirty,Female,IT,101671,81.0,2022-01-15
3495,Sara Ahmed,,Male,Finance,134170,,2020-02-02
3496,Sara Ahmed,29,Male,Sales,500000,,2022-01-15
3497,Imran Raza,thirty,Female,Finance,invalid,,15-02-2021
3498,Faizan Ahmed,,Male,Sales,,,2020-02-02
3499,Faizan Ahmed,,Female,Sales,500000,60.0,2022-01-15
3500,Nida Malik,thirty,Male,Marketing,47033,,15-02-2021
3501,Imran Raza,,Female,HR,invalid,96.0,
3502,Ali Khan,thirty,Female,HR,,,2020-02-02
3503,Ali Khan,28,Male,HR,invalid,84.0,2020/03/10
3504,Bilal Khan,45,Female,Finance,500000,89.0,2020/03/10
3505,Nida Malik,thirty,Male,Finance,invalid,,
3506,Nasir Khan,thirty,Female,Operations,,,2022-01-15
3507,Bilal Khan,thirty,Male,Operations,500000,,2020/03/10
3508,Ali Khan,37,Female,Finance,137182,56.0,2020-02-02
3509,Nasir babar,,Female,Finance,500000,,15-02-2021
3510,Ayesha Noor,thirty,Female,Sales,500000,,2020-02-02
3511,Bilal Khan,thirty,Female,Finance,500000,92.0,15-02-2021
3512,Bilal Khan,thirty,Female,HR,67154,49.0,15-02-2021
3513,Ali Khan,thirty,Female,Sales,invalid,50.0,2022-01-15
3514,Faizan Ahmed,thirty,Male,Operations,37838,51.0,2020/03/10
3515,Nasir Khan,,Male,Finance,33310,,2022-01-15
3516,Faizan Ahmed,37,Female,Operations,NoneUSD,,15-02-2021
3517,Usman Ali,thirty,Female,Sales,invalid,,15-02-2021
3518,Sara Ahmed,,Male,IT,,60.0,2020-02-02
3519,Usman Ali,,Female,Operations,,91.0,2020-02-02
3520,Ayesha Noor,,Male,Sales,invalid,,2022-01-15
3521,Zainab Ali,thirty,Male,HR,NoneUSD,,2020-02-02
3522,Usman Ali,60,Female,Sales,,83.0,2020/03/10
3523,Sara Ahmed,45,Male,Finance,invalid,80.0,15-02-2021
3524,Usman Ali,thirty,Female,Marketing,,,2020/03/10
3525,Ayesha Noor,57,Female,Sales,500000,,15-02-2021
3526,Faizan Ahmed,thirty,Female,Marketing,140403,66.0,2020-02-02
3527,Zainab Ali,thirty,Female,Finance,,,2020-02-02
3528,Faizan Ahmed,thirty,Female,Operations,invalid,71.0,2020/03/10
3529,Zainab Ali,,Male,Finance,500000,41.0,2020/03/10
3530,Usman Ali,thirty,Female,Marketing,82576,,
3531,Hina Shah,,Female,Finance,,,2020-02-02
3532,Faizan Ahmed,thirty,Female,Marketing,500000,,2020/03/10
3533,Usman Ali,thirty,Female,HR,50575,90.0,
3534,Ali Khan,thirty,Female,Marketing,500000,68.0,2020-02-02
3535,Faizan Ahmed,51,Female,Finance,500000,,15-02-2021
3536,Nasir Khan,,Female,Marketing,38725,,2020/03/10
3537,Imran Raza,thirty,Male,Marketing,invalid,,2020/03/10
3538,Zainab Ali,thirty,Male,Finance,500000,89.0,2022-01-15
3539,Ayesha Noor,31,Male,Finance,,48.0,2022-01-15
3540,Ayesha Noor,thirty,Male,HR,,,
3541,Usman Ali,45,Female,IT,500000,,2020-02-02
3542,Sara Ahmed,thirty,Male,Marketing,invalid,,2022-01-15
3543,Nasir babar,47,Female,IT,invalid,,2022-01-15
3544,Zainab Ali,,Female,Finance,invalid,53.0,2020-02-02
3545,Usman Ali,44,Male,IT,500000,74.0,15-02-2021
3546,Usman Ali,thirty,Male,Marketing,124251,,2020/03/10
3547,Faizan Ahmed,37,Female,HR,,50.0,
3548,Nasir babar,,Male,Sales,90200,90.0,
3549,Usman Ali,38,Male,HR,500000,,2020/03/10
3550,Nasir babar,,Male,Finance,500000,,2020/03/10
3551,Bilal Khan,22,Female,Finance,invalid,,2020/03/10
3552,Usman Ali,,Male,Finance,40760,53.0,2020/03/10
3553,Nasir Khan,,Female,Sales,invalid,87.0,2020-02-02
3554,Sara Ahmed,60,Female,HR,500000,56.0,2020-02-02
3555,Imran Raza,27,Female,HR,500000,46.0,2022-01-15
3556,Bilal Khan,thirty,Female,Operations,500000,,2020/03/10
3557,Nasir Khan,,Female,Marketing,invalid,98.0,2020-02-02
3558,Nasir babar,,Male,Marketing,,,15-02-2021
3559,Ayesha Noor,43,Female,Finance,,75.0,2020/03/10
3560,Nasir babar,thirty,Female,Operations,invalid,,2022-01-15
3561,Zainab Ali,thirty,Male,IT,,,
3562,Ali Khan,thirty,Female,IT,,,2020/03/10
3563,Usman Ali,thirty,Female,Operations,invalid,51.0,15-02-2021
3564,Ayesha Noor,thirty,Female,Finance,33731,,
3565,Zainab Ali,thirty,Female,Marketing,43987,67.0,
3566,Bilal Khan,24,Male,HR,500000,,2020/03/10
3567,Nida Malik,,Female,IT,39128,,2022-01-15
3568,Sara Ahmed,41,Male,HR,500000,,15-02-2021
3569,Nasir Khan,23,Male,Marketing,45610,49.0,15-02-2021
3570,Bilal Khan,thirty,Female,Marketing,invalid,,2022-01-15
3571,Usman Ali,,Female,HR,,50.0,
3572,Nasir Khan,thirty,Male,Marketing,500000,,2020/03/10
3573,Zainab Ali,thirty,Male,HR,110379,72.0,2022-01-15
3574,Nida Malik,,Male,Finance,31672,,
3575,Nasir Khan,thirty,Male,Finance,34625,,2020-02-02
3576,Nida Malik,thirty,Male,Finance,500000,52.0,2020-02-02
3577,Nasir babar,thirty,Male,Sales,,,2020/03/10
3578,Bilal Khan,44,Female,Operations,invalid,,2020-02-02
3579,Faizan Ahmed,,Male,HR,500000,,15-02-2021
3580,Imran Raza,thirty,Female,Operations,,67.0,
3581,Ali Khan,53,Female,Finance,82154,,15-02-2021
3582,Usman Ali,54,Male,IT,invalid,82.0,2020-02-02
3583,Faizan Ahmed,,Male,Sales,500000,95.0,15-02-2021
3584,Faizan Ahmed,thirty,Female,Finance,500000,,2022-01-15
3585,Nasir Khan,45,Female,IT,92442,,2022-01-15
3586,Bilal Khan,thirty,Female,Sales,invalid,64.0,2020-02-02
3587,Nasir babar,,Male,HR,,,2020/03/10
3588,Usman Ali,51,Female,Marketing,500000,44.0,2020-02-02
3589,Bilal Khan,thirty,Male,IT,,,15-02-2021
3590,Nasir Khan,59,Male,Operations,500000,,15-02-2021
3591,Nida Malik,,Male,Operations,invalid,45.0,
3592,Nida Malik,29,Female,HR,55032,,2020-02-02
3593,Zainab Ali,,Male,Finance,invalid,,
3594,Bilal Khan,,Female,Marketing,invalid,63.0,2020/03/10
3595,Faizan Ahmed,49,Female,Finance,500000,89.0,15-02-2021
3596,Imran Raza,,Male,Operations,72465,74.0,15-02-2021
3597,Nida Malik,47,Female,Operations,invalid,,15-02-2021
3598,Sara Ahmed,,Female,HR,invalid,,
3599,Imran Raza,thirty,Female,Marketing,invalid,97.0,15-02-2021
3600,Usman Ali,,Female,Operations,invalid,,2022-01-15
3601,Ali Khan,,Male,Operations,147262,,2022-01-15
3602,Ayesha Noor,thirty,Female,IT,invalid,,2022-01-15
3603,Zainab Ali,thirty,Male,Sales,invalid,,2022-01-15
3604,Bilal Khan,34,Female,Operations,500000,,2020/03/10
3605,Nasir babar,,Female,Operations,,,2020-02-02
3606,Imran Raza,,Female,Sales,500000,,2022-01-15
3607,Ali Khan,,Male,Operations,invalid,,15-02-2021
3608,Nida Malik,50,Female,HR,54664,,2020-02-02
3609,Faizan Ahmed,,Female,HR,invalid,,2020/03/10
3610,Imran Raza,,Male,Sales,,,2020-02-02
3611,Bilal Khan,thirty,Male,Finance,invalid,,2020/03/10
3612,Sara Ahmed,,Female,Marketing,500000,54.0,2022-01-15
3613,Nasir babar,,Female,Sales,500000,,15-02-2021
3614,Ali Khan,thirty,Female,Sales,,83.0,15-02-2021
3615,Ayesha Noor,thirty,Female,IT,500000,62.0,2020-02-02
3616,Bilal Khan,thirty,Female,Marketing,invalid,,
3617,Hina Shah,thirty,Male,Operations,105057,,2020/03/10
3618,Usman Ali,thirty,Female,Sales,,62.0,2020/03/10
3619,Sara Ahmed,,Male,Marketing,500000,47.0,2020/03/10
3620,Ayesha Noor,thirty,Female,Finance,48388,,15-02-2021
3621,Usman Ali,,Female,IT,71329,,2022-01-15
3622,Sara Ahmed,,Female,Marketing,,,15-02-2021
3623,Usman Ali,,Male,IT,145200,66.0,2022-01-15
3624,Imran Raza,,Male,Marketing,53249,39.0,2022-01-15
3625,Nasir babar,,Female,Finance,invalid,44.0,
3626,Hina Shah,55,Female,IT,invalid,49.0,15-02-2021
3627,Hina Shah,36,Female,IT,500000,35.0,
3628,Faizan Ahmed,40,Male,Marketing,500000,73.0,2020/03/10
3629,Ali Khan,thirty,Male,HR,500000,,2020-02-02
3630,Faizan Ahmed,,Female,Sales,invalid,35.0,15-02-2021
3631,Imran Raza,,Male,HR,86852,86.0,2020/03/10
3632,Hina Shah,,Male,HR,500000,38.0,2022-01-15
3633,Usman Ali,,Male,Sales,127122,90.0,2020-02-02
3634,Nida Malik,26,Male,Sales,125554,,2020-02-02
3635,Usman Ali,thirty,Female,HR,,,2022-01-15
3636,Imran Raza,,Female,IT,500000,,2020/03/10
3637,Faizan Ahmed,,Female,IT,,48.0,2020-02-02
3638,Nida Malik,,Male,Sales,95457,,2020-02-02
3639,Usman Ali,,Female,IT,invalid,92.0,
3640,Faizan Ahmed,thirty,Male,Operations,invalid,,2020-02-02
3641,Nida Malik,thirty,Male,Sales,,,15-02-2021
3642,Nasir babar,thirty,Female,Operations,148496,71.0,15-02-2021
3643,Sara Ahmed,21,Female,Sales,,,2020-02-02
3644,Nasir babar,,Male,HR,103365,94.0,15-02-2021
3645,Ayesha Noor,thirty,Male,Sales,,,2020/03/10
3646,Nasir babar,26,Male,Finance,500000,82.0,2020-02-02
3647,Nida Malik,43,Male,HR,,96.0,2020-02-02
3648,Ayesha Noor,,Male,Sales,,57.0,
3649,Ayesha Noor,thirty,Female,IT,148875,96.0,15-02-2021
3650,Usman Ali,thirty,Female,HR,500000,,
3651,Nasir Khan,thirty,Female,HR,,,15-02-2021
3652,Hina Shah,,Male,Operations,123092,90.0,2022-01-15
3653,Zainab Ali,42,Male,Sales,,40.0,2020-02-02
3654,Nasir Khan,,Male,Operations,500000,,2020/03/10
3655,Hina Shah,thirty,Male,Operations,38619,64.0,
3656,Ali Khan,thirty,Female,IT,,37.0,2020/03/10
3657,Nida Malik,,Male,Operations,500000,54.0,2022-01-15
3658,Zainab Ali,thirty,Female,IT,,97.0,2022-01-15
3659,Ali Khan,thirty,Male,HR,,,
3660,Bilal Khan,thirty,Male,Sales,145537,44.0,2020/03/10
3661,Nasir babar,thirty,Male,Marketing,invalid,65.0,
3662,Bilal Khan,,Female,HR,,,
3663,Sara Ahmed,,Male,Sales,500000,36.0,15-02-2021
3664,Bilal Khan,thirty,Female,Marketing,,53.0,2022-01-15
3665,Ayesha Noor,thirty,Male,Operations,invalid,,15-02-2021
3666,Nida Malik,,Female,Finance,,,
3667,Hina Shah,thirty,Male,Sales,500000,80.0,15-02-2021
3668,Bilal Khan,53,Male,Sales,invalid,,15-02-2021
3669,Faizan Ahmed,24,Male,Sales,,,15-02-2021
3670,Sara Ahmed,,Male,Sales,,39.0,15-02-2021
3671,Nasir babar,31,Female,IT,127504,40.0,2022-01-15
3672,Faizan Ahmed,51,Female,Sales,,,2020-02-02
3673,Hina Shah,36,Male,HR,500000,,2022-01-15
3674,Usman Ali,53,Male,IT,invalid,38.0,2020-02-02
3675,Ayesha Noor,thirty,Female,Marketing,invalid,71.0,2020/03/10
3676,Bilal Khan,,Female,Sales,,,2020-02-02
3677,Imran Raza,thirty,Female,Marketing,500000,,2020-02-02
3678,Faizan Ahmed,,Male,IT,134385,,15-02-2021
3679,Ali Khan,thirty,Female,HR,,71.0,2020-02-02
3680,Faizan Ahmed,thirty,Male,Sales,500000,,2022-01-15
3681,Hina Shah,thirty,Female,HR,invalid,,15-02-2021
3682,Nasir Khan,,Male,Marketing,,58.0,2022-01-15
3683,Sara Ahmed,thirty,Male,Marketing,invalid,76.0,2020-02-02
3684,Nasir Khan,,Female,Sales,invalid,82.0,2020/03/10
3685,Nida Malik,thirty,Male,Sales,91407,,2020-02-02
3686,Nida Malik,,Female,HR,500000,,2022-01-15
3687,Faizan Ahmed,46,Female,Operations,500000,,2020-02-02
3688,Faizan Ahmed,20,Male,HR,,69.0,
3689,Nasir Khan,,Female,Marketing,500000,42.0,2020/03/10
3690,Nasir Khan,48,Male,Finance,134717,64.0,2022-01-15
3691,Ali Khan,60,Female,HR,500000,,2020-02-02
3692,Sara Ahmed,,Female,Operations,500000,36.0,
3693,Nasir babar,thirty,Male,Sales,,,
3694,Sara Ahmed,,Male,IT,500000,,2020-02-02
3695,Usman Ali,40,Female,Sales,invalid,,2022-01-15
3696,Faizan Ahmed,thirty,Female,Finance,invalid,70.0,
3697,Ayesha Noor,31,Female,IT,invalid,81.0,
3698,Hina Shah,,Female,Sales,invalid,,2020-02-02
3699,Ayesha Noor,thirty,Male,IT,,,
3700,Nida Malik,37,Male,Operations,94550,,2020-02-02
3701,Nasir babar,,Male,Sales,500000,,2020-02-02
3702,Usman Ali,54,Male,Sales,,,2020/03/10
3703,Hina Shah,30,Female,Marketing,500000,,15-02-2021
3704,Hina Shah,47,Male,Sales,,,15-02-2021
3705,Ali Khan,54,Male,Sales,500000,,
3706,Nasir Khan,,Female,Finance,500000,,
3707,Hina Shah,thirty,Female,Marketing,500000,69.0,
3708,Imran Raza,32,Female,Operations,,,2020/03/10
3709,Nasir babar,31,Female,Marketing,invalid,,2022-01-15
3710,Imran Raza,40,Female,Marketing,,,2022-01-15
3711,Nida Malik,44,Male,Sales,invalid,79.0,2022-01-15
3712,Ali Khan,thirty,Male,IT,NoneUSD,57.0,2022-01-15
3713,Ayesha Noor,36,Female,Finance,146941,62.0,2020-02-02
3714,Usman Ali,thirty,Female,Marketing,500000,56.0,15-02-2021
3715,Ayesha Noor,,Male,Finance,invalid,54.0,2020/03/10
3716,Bilal Khan,,Female,Operations,,54.0,2020/03/10
3717,Hina Shah,43,Female,IT,invalid,56.0,2020-02-02
3718,Usman Ali,thirty,Female,IT,invalid,,15-02-2021
3719,Faizan Ahmed,49,Male,HR,500000,,15-02-2021
3720,Hina Shah,thirty,Female,Finance,500000,42.0,2020/03/10
3721,Usman Ali,thirty,Female,Finance,,86.0,2022-01-15
3722,Bilal Khan,32,Female,Finance,invalid,,15-02-2021
3723,Hina Shah,,Male,IT,invalid,,2022-01-15
3724,Ayesha Noor,44,Female,Finance,96080,,15-02-2021
3725,Zainab Ali,thirty,Female,Finance,,85.0,2020/03/10
3726,Bilal Khan,32,Male,Sales,invalid,,
3727,Bilal Khan,,Female,Marketing,101115,37.0,
3728,Zainab Ali,,Male,IT,500000,,2022-01-15
3729,Nasir Khan,,Male,HR,500000,38.0,
3730,Bilal Khan,,Male,Sales,119697,,15-02-2021
3731,Zainab Ali,thirty,Female,Sales,500000,82.0,2022-01-15
3732,Nida Malik,thirty,Female,Sales,43612,54.0,2020/03/10
3733,Ayesha Noor,36,Male,Marketing,invalid,,2020/03/10
3734,Zainab Ali,28,Male,Sales,invalid,,15-02-2021
3735,Bilal Khan,20,Female,HR,500000,,15-02-2021
3736,Imran Raza,thirty,Female,IT,,,2022-01-15
3737,Hina Shah,,Male,Sales,127947,37.0,
3738,Sara Ahmed,,Male,HR,121433,55.0,2020-02-02
3739,Bilal Khan,59,Male,Operations,,,15-02-2021
3740,Usman Ali,thirty,Female,IT,invalid,64.0,15-02-2021
3741,Sara Ahmed,thirty,Male,Operations,128160,,2020/03/10
3742,Nida Malik,,Female,Operations,invalid,,
3743,Ayesha Noor,21,Female,Finance,invalid,,15-02-2021
3744,Nasir babar,33,Female,HR,500000,,15-02-2021
3745,Hina Shah,thirty,Male,IT,invalid,,2022-01-15
3746,Hina Shah,46,Female,IT,138350,,2020/03/10
3747,Usman Ali,thirty,Female,IT,500000,40.0,
3748,Nasir babar,,Male,Sales,invalid,,2020-02-02
3749,Zainab Ali,thirty,Male,Operations,invalid,53.0,2020/03/10
3750,Nasir Khan,thirty,Male,Marketing,invalid,,
3751,Zainab Ali,thirty,Male,IT,148710,,
3752,Hina Shah,,Male,IT,500000,,15-02-2021
3753,Ali Khan,thirty,Male,Sales,invalid,,
3754,Ali Khan,,Male,Marketing,invalid,,2020/03/10
3755,Nasir babar,,Female,HR,invalid,48.0,
3756,Nasir Khan,thirty,Male,Sales,,96.0,2022-01-15
3757,Ali Khan,40,Female,IT,500000,96.0,2022-01-15
3758,Faizan Ahmed,,Female,Sales,invalid,51.0,15-02-2021
3759,Ayesha Noor,39,Female,HR,invalid,,
3760,Imran Raza,,Female,Finance,71205,55.0,
3761,Nida Malik,44,Female,Finance,,,2020-02-02
3762,Ali Khan,thirty,Male,Marketing,invalidUSD,68.0,2020/03/10
3763,Nida Malik,,Male,HR,invalid,52.0,2022-01-15
3764,Nasir babar,24,Male,Sales,invalid,65.0,2020/03/10
3765,Imran Raza,,Male,IT,144207,41.0,15-02-2021
3766,Nida Malik,thirty,Female,Marketing,invalid,,
3767,Bilal Khan,,Male,Marketing,500000,37.0,2020-02-02
3768,Nasir Khan,thirty,Female,Finance,invalid,,2020-02-02
3769,Nasir babar,,Female,Sales,,,2020/03/10
3770,Nasir Khan,thirty,Female,Sales,,,2022-01-15
3771,Hina Shah,,Male,IT,invalid,98.0,2020/03/10
3772,Zainab Ali,53,Female,Finance,52053,,2020/03/10
3773,Sara Ahmed,,Female,Finance,invalid,,2020-02-02
3774,Hina Shah,25,Female,Finance,500000,42.0,2020/03/10
3775,Ali Khan,40,Male,IT,,,2022-01-15
3776,Sara Ahmed,,Female,Finance,145943,,
3777,Sara Ahmed,46,Male,Marketing,invalid,90.0,2020-02-02
3778,Ali Khan,27,Female,Operations,113718,,15-02-2021
3779,Hina Shah,,Male,Operations,500000USD,,15-02-2021
3780,Zainab Ali,thirty,Female,IT,137693,67.0,2020/03/10
3781,Nasir Khan,thirty,Male,Sales,,46.0,2020-02-02
3782,Nasir Khan,thirty,Male,Operations,64936,,2020/03/10
3783,Faizan Ahmed,52,Female,HR,500000,46.0,2020/03/10
3784,Nasir babar,46,Female,HR,108429,,2020/03/10
3785,Ali Khan,,Female,Operations,500000,62.0,2022-01-15
3786,Faizan Ahmed,23,Male,HR,72478,89.0,2022-01-15
3787,Nida Malik,,Female,Sales,500000,98.0,2020/03/10
3788,Imran Raza,thirty,Female,Marketing,,84.0,
3789,Sara Ahmed,thirty,Male,HR,invalid,,15-02-2021
3790,Ali Khan,thirty,Male,Sales,500000,,15-02-2021
3791,Hina Shah,thirty,Female,Marketing,invalid,49.0,2020-02-02
3792,Zainab Ali,20,Male,Finance,500000,,
3793,Sara Ahmed,,Male,Operations,invalid,,2020/03/10
3794,Nida Malik,,Female,IT,,44.0,2020-02-02
3795,Bilal Khan,thirty,Male,Finance,,,
3796,Nida Malik,thirty,Female,Finance,114183,,
3797,Usman Ali,,Male,Operations,invalid,93.0,
3798,Ayesha Noor,thirty,Female,Finance,invalid,,
3799,Bilal Khan,,Male,Marketing,invalid,81.0,
3800,Ayesha Noor,,Female,Marketing,500000,95.0,2020/03/10
3801,Nasir babar,54,Male,Finance,500000,90.0,
3802,Faizan Ahmed,thirty,Male,Sales,,,
3803,Nasir babar,,Male,Sales,500000,82.0,
3804,Nida Malik,20,Female,IT,44142,67.0,15-02-2021
3805,Ayesha Noor,,Female,Marketing,invalid,53.0,2022-01-15
3806,Zainab Ali,44,Female,IT,invalid,,15-02-2021
3807,Nasir babar,21,Female,Sales,500000,,2022-01-15
3808,Usman Ali,25,Male,Marketing,invalid,,
3809,Hina Shah,,Female,IT,90663,,2020/03/10
3810,Faizan Ahmed,,Male,Finance,,52.0,2020-02-02
3811,Zainab Ali,,Male,Finance,143937,,
3812,Faizan Ahmed,57,Female,IT,500000,86.0,15-02-2021
3813,Sara Ahmed,36,Male,Finance,invalid,,2020/03/10
3814,Nasir babar,50,Female,Operations,500000,52.0,2022-01-15
3815,Usman Ali,29,Female,Sales,,,
3816,Ayesha Noor,thirty,Female,HR,,81.0,2020-02-02
3817,Nasir Khan,,Female,Marketing,500000,,15-02-2021
3818,Imran Raza,,Male,Finance,invalid,,2020-02-02
3819,Hina Shah,thirty,Male,Operations,invalid,46.0,2020-02-02
3820,Faizan Ahmed,thirty,Female,Sales,31631,,
3821,Nida Malik,44,Male,Marketing,500000,,2022-01-15
3822,Nasir babar,,Female,Finance,500000,61.0,15-02-2021
3823,Usman Ali,,Male,IT,500000,,15-02-2021
3824,Nasir babar,29,Female,Sales,invalid,,15-02-2021
3825,Faizan Ahmed,thirty,Female,IT,invalid,38.0,2022-01-15
3826,Imran Raza,,Male,HR,invalidUSD,,2022-01-15
3827,Ali Khan,thirty,Male,Finance,500000,,15-02-2021
3828,Ali Khan,thirty,Male,Operations,500000,99.0,2020/03/10
3829,Hina Shah,,Male,Finance,invalid,,2022-01-15
3830,Usman Ali,,Female,Sales,invalid,45.0,2020/03/10
3831,Ali Khan,,Female,IT,,73.0,15-02-2021
3832,Imran Raza,52,Male,Sales,,43.0,15-02-2021
3833,Faizan Ahmed,thirty,Male,Finance,30808,88.0,2020/03/10
3834,Ali Khan,thirty,Male,Marketing,invalid,,15-02-2021
3835,Nasir Khan,26,Male,HR,500000,40.0,2020/03/10
3836,Ali Khan,thirty,Female,Operations,36747,38.0,15-02-2021
3837,Faizan Ahmed,,Female,IT,500000,62.0,2020-02-02
3838,Imran Raza,thirty,Male,Marketing,35962,,2020-02-02
3839,Nida Malik,,Male,Operations,,98.0,2020-02-02
3840,Zainab Ali,58,Female,Finance,70607,63.0,2022-01-15
3841,Nida Malik,thirty,Female,Operations,,68.0,2020/03/10
3842,Nida Malik,,Male,Finance,invalid,46.0,2020-02-02
3843,Ayesha Noor,26,Female,HR,,,2020-02-02
3844,Zainab Ali,thirty,Female,Marketing,500000,60.0,2022-01-15
